0|0|0|0|0|0|0|
0|0|0|0|0|0|0.6|
0|0|0|0|0|0|-0.28|
0|0|0|0|0|0|0.06|
0|0|0|0|0|0.42|0.06|
0|0|0|0|0|-0.16|0.06|
0|0|0|-1.22|0|-0.16|0.06|
0|0|0|-1.22|0.92|-0.16|0.06|
0|0|0|-1.22|0.9|-0.16|0.06|
0|0|0|-1.08|0.9|-0.16|0.06|
0|0|0|-1.38|0.9|-0.16|0.06|
0|0|0|-1.08|0.9|-0.16|0.06|
0|0|0|-1.46|0.9|-0.16|0.06|
0|0|0|-1.16|0.9|-0.16|0.06|
0|0|0|-1.54|0.9|-0.16|0.06|
0|0|0|-1.16|0.9|-0.16|0.06|
0|0|0|-1.52|0.9|-0.16|0.06|
0|0|0|-1.14|0.9|-0.16|0.06|
0|0|0|-1.54|0.9|-0.16|0.06|
0|0|0|-1.22|0.9|-0.16|0.06|
